branch,city,customer type,gender,product line,unit price,quantity,tax 5%,total,date,time,payment,cogs,gross margin percentage,gross income,rating
B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.64,2019-01-14,10:38,Cash,17.75,4.76,0.89,8.6
C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33,Ewallet,621.8,4.76,31.09,6.0
B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,14:38,Ewallet,86.0,4.76,4.3,6.2
A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06,Credit card,402.6,4.76,20.13,5.0
C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.09,2019-02-08,12:52,Credit card,324.85,4.76,16.24,6.5
A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.91,2019-03-22,14:00,Cash,95.15,4.76,4.76,6.0
A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.41,2019-01-24,10:57,Cash,388.96,4.76,19.45,5.0
B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.96,2019-03-14,16:45,Ewallet,425.68,4.76,21.28,5.0
C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.98,2019-01-23,11:15,Cash,318.08,4.76,15.9,9.2
A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.59,2019-01-19,20:29,Ewallet,271.04,4.76,13.55,9.6
B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.87,2019-01-27,20:03,Credit card,384.64,4.76,19.23,8.4
B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35,Credit card,235.8,4.76,11.79,6.0
B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.14,2019-03-25,16:32,Ewallet,211.56,4.76,10.58,6.7
A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.13,2019-02-24,10:10,Credit card,95.36,4.76,4.77,4.1
C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.68,2019-02-07,14:15,Cash,10.17,4.76,0.51,5.9
A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.44,2019-03-04,10:05,Cash,206.13,4.76,10.31,8.7
B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.59,2019-02-14,11:36,Credit card,420.56,4.76,21.03,4.5
A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.44,2019-01-29,18:15,Credit card,88.04,4.76,4.4,6.6
B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.44,2019-01-28,13:53,Credit card,648.99,4.76,32.45,7.7
A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.03,2019-03-26,18:37,Credit card,123.84,4.76,6.19,8.5
C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.98,2019-03-24,18:27,Cash,649.5,4.76,32.48,5.2
A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42,Credit card,742.2,4.76,37.11,4.3
A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.7,2019-01-24,17:43,Cash,84.48,4.76,4.22,7.6
B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.79,2019-02-25,18:37,Cash,250.28,4.76,12.51,9.5
B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,94.8,4.76,4.74,4.1
A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.86,2019-02-14,14:42,Ewallet,91.3,4.76,4.57,9.2
B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.37,2019-03-12,11:01,Ewallet,285.11,4.76,14.26,5.4
A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,55.0,2019-03-26,19:44,Cash,52.38,4.76,2.62,5.8
A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.34,2019-01-09,13:34,Ewallet,192.7,4.76,9.64,5.6
B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.17,2019-01-02,20:08,Credit card,267.78,4.76,13.39,5.1
C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.64,2019-01-15,15:01,Cash,558.7,4.76,27.94,5.8
C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.09,2019-01-01,11:40,Ewallet,175.32,4.76,8.77,5.0
A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.61,2019-02-15,15:21,Cash,155.82,4.76,7.79,7.9
B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.32,2019-02-28,17:38,Cash,60.3,4.76,3.02,6.0
A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.89,2019-03-02,16:16,Credit card,78.94,4.76,3.95,5.0
C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.23,2019-02-13,18:15,Credit card,29.74,4.76,1.49,8.9
A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.39,2019-01-26,12:43,Cash,21.32,4.76,1.07,5.9
A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.41,2019-01-30,11:32,Credit card,281.34,4.76,14.07,5.9
A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.92,2019-01-27,18:08,Ewallet,73.26,4.76,3.66,9.7
C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.5,2019-01-30,17:08,Credit card,22.38,4.76,1.12,8.6
C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.72,2019-01-08,19:38,Cash,655.92,4.76,32.8,4.0
A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,13:11,Cash,594.6,4.76,29.73,4.2
A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.81,2019-01-25,11:05,Cash,74.1,4.76,3.7,9.2
A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.81,2019-02-19,10:12,Ewallet,196.96,4.76,9.85,9.2
C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.95,2019-01-14,15:42,Ewallet,372.33,4.76,18.62,5.0
B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.29,2019-02-25,11:58,Ewallet,527.9,4.76,26.4,10.0
A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.74,2019-01-23,14:21,Ewallet,479.75,4.76,23.99,8.8
B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.02,2019-02-16,10:52,Cash,328.59,4.76,16.43,4.2
B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.41,2019-01-01,19:31,Cash,168.96,4.76,8.45,6.3
A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.9,2019-03-07,18:35,Cash,113.24,4.76,5.66,8.2
B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.82,2019-02-15,13:51,Cash,345.54,4.76,17.28,5.1
A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1,2019-01-23,12:35,Cash,428.67,4.76,21.43,5.0
C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.58,2019-02-20,13:24,Ewallet,86.27,4.76,4.31,7.0
A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.8,2019-01-08,18:06,Ewallet,25.52,4.76,1.28,7.8
B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.6,2019-03-17,11:55,Credit card,101.52,4.76,5.08,4.3
B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.36,2019-01-12,11:42,Cash,357.49,4.76,17.87,7.0
A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.71,2019-01-08,14:30,Cash,238.77,4.76,11.94,6.6
C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5,2019-01-26,15:11,Ewallet,101.43,4.76,5.07,7.3
B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.45,2019-03-15,14:48,Credit card,724.24,4.76,36.21,6.5
C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.92,2019-01-17,12:36,Ewallet,125.64,4.76,6.28,4.9
C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.58,2019-01-08,19:09,Credit card,72.93,4.76,3.65,4.3
A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.28,2019-01-06,13:35,Ewallet,258.36,4.76,12.92,9.3
A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.43,2019-02-16,10:33,Credit card,173.74,4.76,8.69,7.1
C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.32,2019-03-13,15:45,Ewallet,56.5,4.76,2.82,9.6
B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.02,2019-01-28,11:51,Cash,214.3,4.76,10.72,6.2
A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.08,2019-01-18,17:26,Cash,534.36,4.76,26.72,9.9
A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.82,2019-03-19,11:52,Credit card,93.16,4.76,4.66,5.9
C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.18,2019-03-15,14:04,Ewallet,522.08,4.76,26.1,6.3
C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.97,2019-02-12,17:49,Cash,52.35,4.76,2.62,4.0
B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.74,2019-02-25,20:19,Cash,39.75,4.76,1.99,6.1
A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.17,2019-03-21,16:08,Credit card,720.16,4.76,36.01,4.5
B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,10:17,Ewallet,96.8,4.76,4.84,8.6
B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.7,2019-01-08,14:25,Ewallet,332.1,4.76,16.6,6.0
C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.51,2019-03-30,12:51,Credit card,81.44,4.76,4.07,9.5
B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.9,2019-02-20,15:18,Credit card,319.9,4.76,16.0,9.9
A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.85,2019-03-30,12:45,Ewallet,206.52,4.76,10.33,7.5
A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.01,2019-03-19,13:37,Cash,166.68,4.76,8.33,7.6
A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.01,2019-01-13,10:03,Cash,319.06,4.76,15.95,5.0
A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.3,2019-02-05,19:42,Ewallet,87.9,4.76,4.39,6.7
A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.44,2019-03-23,13:14,Ewallet,734.7,4.76,36.74,9.5
C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.4,2019-03-13,12:47,Ewallet,97.52,4.76,4.88,6.8
A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,19:53,Ewallet,769.2,4.76,38.46,5.6
C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.22,2019-02-21,10:26,Cash,418.3,4.76,20.92,7.2
B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.44,2019-02-07,15:06,Cash,463.28,4.76,23.16,8.1
C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.57,2019-03-02,16:35,Credit card,462.45,4.76,23.12,8.6
B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,149.0,2019-03-06,20:57,Cash,141.9,4.76,7.1,9.4
B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.83,2019-02-06,15:16,Credit card,302.7,4.76,15.14,8.9
B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.94,2019-01-28,17:47,Credit card,793.28,4.76,39.66,4.2
C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.44,2019-01-18,16:23,Ewallet,425.18,4.76,21.26,5.0
C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.8,2019-02-05,10:17,Cash,283.62,4.76,14.18,8.8
C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,13:50,Cash,599.2,4.76,29.96,5.3
A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.13,2019-02-09,19:17,Ewallet,315.36,4.76,15.77,4.6
C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.74,2019-01-14,14:00,Credit card,403.56,4.76,20.18,7.5
B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.07,2019-02-09,12:02,Ewallet,183.88,4.76,9.19,5.1
A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.58,2019-03-26,20:21,Credit card,138.65,4.76,6.93,4.2
A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.75,2019-01-28,17:35,Cash,80.71,4.76,4.04,8.1
C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.47,2019-02-14,12:42,Ewallet,116.64,4.76,5.83,6.0
C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.2,2019-03-24,17:56,Cash,313.52,4.76,15.68,7.9
C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.4,2019-02-09,18:58,Credit card,846.1,4.76,42.3,8.8
B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,14:08,Credit card,414.4,4.76,20.72,6.6
A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.03,2019-03-27,16:30,Ewallet,159.08,4.76,7.95,6.2
B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.6,2019-01-27,10:44,Credit card,490.1,4.76,24.5,4.2
B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.82,2019-03-27,20:29,Credit card,87.45,4.76,4.37,7.3
C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.75,2019-01-19,11:43,Ewallet,224.52,4.76,11.23,8.6
A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.21,2019-02-07,10:09,Cash,744.96,4.76,37.25,6.8
A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.26,2019-01-31,10:00,Ewallet,410.72,4.76,20.54,7.6
A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,18:45,Cash,298.8,4.76,14.94,5.8
C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.59,2019-02-02,12:40,Cash,212.94,4.76,10.65,4.1
C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.99,2019-03-14,15:36,Credit card,42.85,4.76,2.14,9.3
A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.61,2019-03-11,12:04,Cash,378.68,4.76,18.93,6.8
B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.26,2019-02-22,11:26,Ewallet,206.91,4.76,10.35,8.7
B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.72,2019-03-02,12:36,Ewallet,78.78,4.76,3.94,6.3
C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.22,2019-03-10,15:06,Credit card,322.11,4.76,16.11,5.1
B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.13,2019-02-08,10:58,Cash,98.22,4.76,4.91,7.0
C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.73,2019-02-22,12:10,Credit card,25.46,4.76,1.27,5.2
C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.08,2019-01-10,10:31,Credit card,581.98,4.76,29.1,6.6
C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.89,2019-03-14,13:49,Ewallet,211.32,4.76,10.57,6.5
B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.88,2019-01-10,11:10,Ewallet,55.12,4.76,2.76,9.0
B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.73,2019-02-15,17:38,Credit card,88.31,4.76,4.42,5.2
A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.41,2019-01-13,17:54,Credit card,356.58,4.76,17.83,6.8
B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.96,2019-02-15,20:51,Credit card,794.25,4.76,39.71,7.6
B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.15,2019-03-02,19:26,Ewallet,50.62,4.76,2.53,7.2
B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.5,2019-03-24,13:33,Ewallet,599.52,4.76,29.98,7.1
C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.04,2019-02-02,14:05,Credit card,166.7,4.76,8.34,9.5
A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,11:40,Ewallet,744.4,4.76,37.22,5.1
C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.99,2019-01-20,12:27,Ewallet,448.56,4.76,22.43,7.6
B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.84,2019-01-03,20:24,Ewallet,378.9,4.76,18.94,9.8
C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.02,2019-01-24,20:59,Ewallet,257.16,4.76,12.86,5.1
C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.84,2019-01-05,19:48,Ewallet,552.23,4.76,27.61,7.5
A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,10:18,Cash,447.4,4.76,22.37,7.4
A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.08,2019-02-17,16:27,Cash,276.27,4.76,13.81,4.2
C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.93,2019-03-21,17:04,Ewallet,343.74,4.76,17.19,5.9
A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.38,2019-03-02,18:14,Ewallet,266.08,4.76,13.3,6.9
C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.3,2019-03-27,10:43,Cash,898.38,4.76,44.92,6.6
A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,19:30,Ewallet,456.8,4.76,22.84,5.7
A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.65,2019-02-19,14:53,Credit card,253.95,4.76,12.7,5.3
A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.09,2019-03-28,20:14,Cash,70.56,4.76,3.53,4.2
A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.02,2019-01-05,11:51,Credit card,657.16,4.76,32.86,7.3
C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.92,2019-03-26,14:13,Credit card,168.5,4.76,8.43,5.3
B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.47,2019-02-03,20:13,Ewallet,53.78,4.76,2.69,4.7
C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0,2019-02-06,18:44,Ewallet,179.05,4.76,8.95,7.9
B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.01,2019-02-24,14:26,Ewallet,211.44,4.76,10.57,8.9
B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.72,2019-02-21,12:40,Ewallet,119.73,4.76,5.99,9.3
B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.98,2019-01-09,18:43,Ewallet,65.7,4.76,3.28,4.7
B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,13:22,Ewallet,251.4,4.76,12.57,8.7
C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.37,2019-01-13,13:58,Cash,84.16,4.76,4.21,7.6
B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.23,2019-02-09,11:45,Cash,395.46,4.76,19.77,5.7
A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.89,2019-01-06,11:51,Cash,297.99,4.76,14.9,6.8
C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.13,2019-01-10,17:16,Cash,454.41,4.76,22.72,5.4
B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.93,2019-02-07,15:55,Cash,276.12,4.76,13.81,7.1
C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,12:07,Cash,158.0,4.76,7.9,7.8
A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.34,2019-02-19,15:07,Cash,887.94,4.76,44.4,8.4
C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.58,2019-03-18,15:29,Cash,91.98,4.76,4.6,9.8
A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.87,2019-02-05,18:45,Cash,41.78,4.76,2.09,9.8
A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.27,2019-03-19,15:23,Credit card,15.5,4.76,0.78,7.4
C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.98,2019-03-30,20:37,Cash,290.46,4.76,14.52,6.7
B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.99,2019-01-26,14:41,Credit card,66.66,4.76,3.33,6.4
B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.37,2019-03-02,18:18,Credit card,76.54,4.76,3.83,5.8
A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.68,2019-03-04,15:27,Ewallet,299.7,4.76,14.98,7.2
A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.18,2019-01-13,12:55,Credit card,243.03,4.76,12.15,9.3
A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25,18:02,Cash,47.4,4.76,2.37,9.5
B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.07,2019-03-11,19:44,Credit card,172.45,4.76,8.62,9.0
B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.62,2019-01-01,11:36,Credit card,846.3,4.76,42.32,9.0
B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.29,2019-02-10,13:51,Ewallet,258.37,4.76,12.92,6.7
B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.04,2019-01-26,15:17,Cash,609.56,4.76,30.48,5.5
A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.25,2019-02-11,15:29,Cash,240.24,4.76,12.01,5.4
C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.87,2019-02-07,17:59,Cash,172.26,4.76,8.61,8.2
B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.83,2019-03-06,11:55,Credit card,99.84,4.76,4.99,7.0
A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.57,2019-03-04,10:39,Cash,298.64,4.76,14.93,8.5
B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,15:10,Ewallet,159.6,4.76,7.98,4.9
B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.72,2019-03-10,18:10,Credit card,25.45,4.76,1.27,5.1
B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.16,2019-02-04,20:43,Credit card,67.77,4.76,3.39,6.5
C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.28,2019-01-19,12:46,Cash,238.36,4.76,11.92,9.8
A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,17:44,Cash,232.6,4.76,11.63,8.4
A,Yangon,Member,Female,Sports and travel,97.48,9,43.866,921.19,2019-03-14,14:19,Ewallet,877.32,4.76,43.87,7.4
C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.71,2019-01-23,10:33,Cash,699.72,4.76,34.99,6.1
C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.32,2019-01-09,11:40,Cash,674.59,4.76,33.73,6.0
B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.48,2019-02-07,19:30,Ewallet,318.55,4.76,15.93,8.5
B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,31.0,2019-02-18,14:42,Ewallet,29.52,4.76,1.48,4.3
B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,19:08,Credit card,496.0,4.76,24.8,6.2
C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,19:12,Ewallet,823.4,4.76,41.17,4.3
B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.11,2019-01-28,15:46,Credit card,602.96,4.76,30.15,8.4
A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,19:06,Credit card,282.8,4.76,14.14,4.5
B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,18:10,Ewallet,766.0,4.76,38.3,6.0
A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.86,2019-03-10,20:46,Ewallet,116.06,4.76,5.8,8.8
B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.64,2019-02-22,18:35,Ewallet,174.9,4.76,8.74,6.6
C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,64.0,2019-02-18,11:40,Ewallet,60.95,4.76,3.05,5.9
C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.37,2019-01-29,13:46,Ewallet,40.35,4.76,2.02,6.2
B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,17:16,Ewallet,973.8,4.76,48.69,4.4
A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.43,2019-02-09,13:22,Cash,31.84,4.76,1.59,7.7
A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.11,2019-02-22,15:33,Cash,65.82,4.76,3.29,4.1
A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.3,2019-02-18,13:28,Cash,618.38,4.76,30.92,6.6
